point_id,expected_demand,type,hex_id,attractiveness
1187,1488.7299989491603,rent,50,0.3
1188,2817.5078008720393,rent,50,0.6
1189,5009.693498167069,rent,50,0.4
1190,2194.8751384474645,rent,51,0.4
1191,257.51413215210926,rent,51,0.05
1192,226.24822911933092,rent,51,0.05
1193,153.7487770976028,rent,51,0.05
1194,139.79498952480515,rent,58,0.05
1195,135.0995051003386,rent,58,0.05
1196,164.1430509613083,rent,58,0.05
1197,174.82735913537644,rent,58,0.05
1198,163.74330926649858,rent,58,0.05
1199,507.08496141916777,rent,49,0.05
1200,1476.208682473311,rent,57,0.2
1201,1097.5133949158778,rent,57,0.2
1202,859.043730282379,rent,57,0.2
1204,400.0,rent,65,0.3
1205,667.1736645887448,rent,57,0.2
1283,1542.4566051490863,pvz,42,0.5
1809,107.57221505928592,pvz,27,0.1
2055,1322.1407663613938,pvz,39,0.1
2122,1089.0513564783455,pvz,28,0.2
2182,381.86871858461353,pvz,44,0.05
2454,1675.3221816597827,pvz,44,0.2
2890,792.3936990963708,pvz,20,0.4
3090,502.21653572522575,pvz,36,0.05
3090,502.21653572522575,pvz,36,0.05
3106,1082.049262834592,pvz,19,0.3
3196,811.4933240207932,pvz,53,0.1
3849,1329.0776093373759,pvz,49,0.2
3852,1219.8435342455057,pvz,29,0.1
3892,433.6021907036031,pvz,50,0.1
3958,394.2030110910156,pvz,55,0.05
5074,1100.3525642847192,pvz,41,0.3
5285,1200.4168131635538,pvz,21,0.3
5297,1707.823145350915,pvz,12,0.4
5426,136.2256991637131,pvz,58,0.05
5427,529.4889076929855,pvz,19,0.2
5428,338.7791356976115,pvz,45,0.05
5698,3000.0,pvz,5,0.1
5719,348.58500657986417,pvz,57,0.1
5724,1173.5606861363665,pvz,31,0.1
5927,483.7991551838351,pvz,42,0.2
6007,265.5546044578632,pvz,34,0.05
6071,587.8065084711769,pvz,42,0.2
101224,153.43205460178822,pvz,36,0.05
101476,646.2340395292094,pvz,26,0.1
101756,785.6785359707509,pvz,44,0.1
101793,2594.272808825797,pvz,13,0.3
102332,627.9493661473339,pvz,43,0.05
102612,377.06715167258324,pvz,66,0.05
102778,546.8621327072639,pvz,44,0.05
103125,461.45755519639243,pvz,49,0.05
103449,522.0946531984359,pvz,4,0.1
103929,600.0183081377829,pvz,47,0.1
105020,1057.461119505777,pvz,57,0.2
108722,3402.5974926796903,pvz,23,0.3
109221,704.8206189222485,pvz,37,0.3
110310,110.49189250876309,pvz,36,0.05
110453,620.9437168901,pvz,26,0.05
110564,227.92847549211155,pvz,43,0.05
110623,247.6416527673025,pvz,45,0.05
111059,363.4826168575064,pvz,45,0.05
111208,1041.582031614776,pvz,50,0.2
111541,4614.654963238908,pvz,44,0.4
112685,284.9496026026508,pvz,45,0.05
112891,895.3179218903036,pvz,46,0.05
112934,4989.709003570396,pvz,44,0.3
113174,1671.935595660968,pvz,45,0.3
114183,127.83895192582288,pvz,36,0.05
114368,446.61167695399746,pvz,28,0.05
114495,0.0,pvz,74,0.05
114613,210.8806452757036,pvz,37,0.1
115485,1069.4351011767367,pvz,12,0.3
121352,1207.7735453824405,pvz,46,0.05
122573,0.0,pvz,11,0.05
123078,898.2862209857352,pvz,47,0.3
123260,101.27949874651895,pvz,37,0.05
123498,866.9836977169458,pvz,43,0.2
123745,990.7102812540035,pvz,44,0.1
124049,415.2026714148272,pvz,44,0.05
124813,3354.9811323363597,pvz,44,0.2
124885,1534.5666929921902,pvz,50,0.2
125077,89.70057529748709,pvz,20,0.05
125738,5097.769931686818,pvz,49,0.4
125903,775.6196728881678,pvz,19,0.3
125938,424.345301774922,pvz,44,0.05
126698,1497.4740330876107,pvz,13,0.2
126707,1004.214691269377,pvz,29,0.05
126997,643.3987069288196,pvz,36,0.3
127171,436.66824676199644,pvz,43,0.05
127374,967.4074361454094,pvz,48,0.05
127390,555.1854798851475,pvz,53,0.05
127434,547.3808904364578,pvz,28,0.05
127750,2866.3486660265035,pvz,53,0.3
128155,113.29256561134464,pvz,37,0.05
129981,815.8947453199274,pvz,14,0.05
130288,1736.4245473173942,pvz,28,0.1
130288,1736.4245473173942,pvz,28,0.1
130439,518.6248600646442,pvz,36,0.05
130439,518.6248600646442,pvz,36,0.05
130971,529.4943931977289,pvz,31,0.05
131488,3466.370734031266,pvz,14,0.2
132438,206.8404404549137,pvz,12,0.05
132495,3233.986492968928,pvz,4,0.6
132759,430.0831835028629,pvz,49,0.05
134717,825.6347431967987,pvz,49,0.1
134871,1543.8261522562939,pvz,27,0.6
135247,98.46311522253488,pvz,37,0.05
136188,937.0343164327671,pvz,20,0.5
137023,301.45828851244164,pvz,35,0.2
137176,472.0861637795029,pvz,45,0.05
137365,885.0778582180819,pvz,48,0.05
137621,514.8470122978653,pvz,40,0.05
137644,1051.8484313773608,pvz,28,0.2
137674,681.991217687249,pvz,48,0.05
139037,540.9939763563585,pvz,38,0.2
139490,153.1285482327468,pvz,41,0.05
139531,908.5885479516545,pvz,21,0.3
139563,112.77183359421352,pvz,42,0.05
139581,753.0712395532173,pvz,29,0.05
139652,1150.4359442596458,pvz,14,0.05
139667,950.9288113675748,pvz,31,0.1
139733,712.1063373685246,pvz,29,0.05
140070,3243.1241491598985,pvz,44,0.4
140119,1388.6567296254489,pvz,43,0.05
140119,1388.6567296254489,pvz,43,0.05
140184,1056.3610765206065,pvz,23,0.1
140341,794.2036068247005,pvz,29,0.05
140352,827.8082797392648,pvz,29,0.05
140527,355.8123911858186,pvz,43,0.05
141025,1012.9501337180501,pvz,56,0.05
141127,693.5816803900773,pvz,29,0.05
141130,763.3505799423467,pvz,44,0.1
141151,379.7169310330129,pvz,44,0.05
141272,536.5311078842672,pvz,43,0.1
141401,673.8595353669988,pvz,45,0.05
141500,493.3781136184404,pvz,44,0.05
141696,1552.68705876422,pvz,35,0.6
141797,325.6774870266484,pvz,43,0.05
141910,1098.672309305328,pvz,56,0.05
142316,328.0421682761219,pvz,19,0.1
142568,5442.974505380448,pvz,45,0.7
142678,451.7920520729089,pvz,37,0.05
142678,451.7920520729089,pvz,37,0.05
142912,554.3102767627365,pvz,45,0.05
142978,759.2045206084117,pvz,48,0.05
142984,2693.4919365304013,pvz,12,0.6
143340,1178.4098120193548,pvz,57,0.2
143503,589.2987226444989,pvz,27,0.6
143568,1602.0854607123401,pvz,61,0.2
144104,1076.9175404740188,pvz,20,0.5
144158,640.0994230860142,pvz,62,0.05
144560,2540.5422866810336,pvz,45,0.4
144597,733.3404264621471,pvz,43,0.05
144894,497.72158379004463,pvz,52,0.05
144910,326.20661414710975,pvz,27,0.4
145033,280.5684183913199,pvz,66,0.05
145143,1358.89806524803,pvz,35,0.7
145235,414.34117608674046,pvz,55,0.05
147663,1630.1669290025493,pvz,53,0.2
147976,205.2562444180681,pvz,42,0.05
149433,438.7497875061911,pvz,44,0.05
150043,226.6556844739962,pvz,28,0.05
150148,365.5731923815297,pvz,23,0.05
150368,217.78113232601297,pvz,66,0.05
150386,248.48219391391612,pvz,28,0.05
150554,250.54515001887896,pvz,41,0.05
150701,408.2638635803724,pvz,45,0.05
150726,4466.820352733662,pvz,67,0.1
150729,1500.480537215068,pvz,49,0.2
150856,1358.89806524803,pvz,35,0.7
150877,255.68642825469757,pvz,34,0.05
151142,450.2502420142358,pvz,12,0.1
151376,338.56691925177427,pvz,55,0.05
151474,151.6948380450248,pvz,35,0.05
151691,413.1226825137926,pvz,45,0.05
151739,899.0343175221785,pvz,28,0.2
151795,2520.3461505946034,pvz,4,0.5
151807,2324.960496276629,pvz,58,0.5
151814,555.592446833125,pvz,49,0.05
151875,1589.9628412472782,pvz,46,0.05
153612,1446.1541362590992,pvz,54,0.05
155290,1244.8467191527664,pvz,19,0.3
155751,380.67530364614834,pvz,58,0.05
155932,2603.932652686412,pvz,45,0.4
156711,504.34472826443726,pvz,45,0.05
156977,621.9579682113617,pvz,40,0.1
156999,467.9960417925876,pvz,40,0.05
157560,765.8972102766932,pvz,57,0.2
157562,452.542101025675,pvz,49,0.05
157598,1903.2822836098453,pvz,42,0.6
157715,1886.3082142703013,pvz,39,0.1
157767,375.9918070163603,pvz,44,0.05
157770,721.2385567641745,pvz,45,0.05
157827,454.83226952243666,pvz,43,0.05
157869,521.812245250106,pvz,28,0.1
157910,1119.4225360220491,pvz,45,0.1
158336,218.280385559867,pvz,37,0.1
158526,829.9819255914613,pvz,44,0.1
158705,621.9829262068665,pvz,58,0.2
158835,1138.3312675555962,pvz,42,0.5
159145,1976.86333353368,pvz,54,0.05
159164,434.244179025692,pvz,44,0.05
159277,383.36155762641494,pvz,27,0.4
159308,0.0,pvz,11,0.05
159387,485.3849543449871,pvz,44,0.05
159614,2787.766215230518,pvz,44,0.3
159616,1429.8222151484792,pvz,43,0.1
159686,0.0,pvz,11,0.05
159923,415.2026714148272,pvz,44,0.05
159956,745.0739730369366,pvz,14,0.05
160054,7068.979015727232,pvz,49,0.5
160311,479.69334963450916,pvz,44,0.05
160547,539.9173247149887,pvz,39,0.05
160580,252.99023946791348,pvz,30,0.05
160805,781.900951596644,pvz,53,0.1
160807,2181.653795428859,pvz,52,0.2
160973,187.09913343214458,pvz,58,0.05
161324,243.95438176505522,pvz,41,0.05
161349,2344.4985490497716,pvz,53,0.05
161349,2344.4985490497716,pvz,53,0.05
161731,424.3720083404454,pvz,44,0.05
161796,916.5298023008261,pvz,21,0.3
161945,693.0189904116322,pvz,12,0.2
162057,604.088560735162,pvz,44,0.05
162105,1275.8209969515583,pvz,14,0.05
162108,2510.463275053766,pvz,52,0.3
162151,322.8407361204079,pvz,53,0.05
162181,199.9517287448272,pvz,34,0.05
162237,1356.4699677960673,pvz,54,0.05
162363,2311.6073723938634,pvz,34,0.4
162433,2235.365919724408,pvz,39,0.3
162540,236.54301874004463,pvz,21,0.05
162553,420.73294897275946,pvz,38,0.1
162684,2670.0541574383165,pvz,30,0.2
162837,382.4073036638278,pvz,40,0.05
162886,273.98200928313497,pvz,50,0.05
162912,564.4233336912262,pvz,55,0.1
163112,1176.8387995789194,pvz,14,0.05
163299,151.40869686551753,pvz,35,0.05
163510,2302.3154114781905,pvz,52,0.2
163597,342.8784376293917,pvz,53,0.05
163662,525.2817230563331,pvz,44,0.05
164005,1046.5888920458451,pvz,39,0.1
164023,2441.1985179295875,pvz,47,0.3
164045,546.2272012141718,pvz,37,0.2
164050,1275.623652002499,pvz,14,0.05
164078,993.411457571082,pvz,58,0.2
164144,1382.4018257513173,pvz,50,0.2
164179,1420.4581071656476,pvz,46,0.05
164235,1919.2239000811114,pvz,54,0.1
164697,717.148864123606,pvz,45,0.1
165263,354.17467683629286,pvz,40,0.05
165658,3215.202110517113,pvz,46,0.2
165829,212.7194209574615,pvz,35,0.05
165913,241.34056309322057,pvz,38,0.05
167574,963.6817403404063,pvz,13,0.1
167731,0.0,pvz,25,0.05
168523,740.9692982851893,pvz,56,0.05
168525,393.61812158703106,pvz,44,0.05
168833,1648.1788212022147,pvz,36,0.4
168994,907.6174418862931,pvz,55,0.05
169598,820.8870545577231,pvz,44,0.1
169830,589.2987226444989,pvz,27,0.6
169877,685.4032743395347,pvz,44,0.05
169926,2196.1758039764054,pvz,35,1.0
170609,451.5724410113588,pvz,49,0.05
171008,481.3807777307792,pvz,12,0.1
171038,278.65722588522505,pvz,12,0.05
171326,2147.0458799593707,pvz,12,0.3
171863,263.907195772629,pvz,57,0.05
172240,992.9378348219208,pvz,26,0.2
172245,185.83963690315318,pvz,27,0.05
172245,185.83963690315318,pvz,27,0.05
172437,2337.644862453126,pvz,44,0.2
173129,709.1502735901058,pvz,49,0.1
173134,617.2624536615197,pvz,29,0.05
173155,724.6140627767884,pvz,14,0.05
202312,423.3407623815956,pvz,49,0.05
202530,1232.2096614968139,pvz,43,0.2
202818,616.994662857415,pvz,62,0.05
202826,352.41116773275314,pvz,42,0.1
203076,1013.521616047789,pvz,56,0.05
203190,383.8190911715382,pvz,21,0.1
204296,3406.685393854458,pvz,4,0.3
204648,1886.0762987714497,pvz,12,0.6
205001,1133.4913360873118,pvz,42,0.4
205211,0.0,pvz,11,0.05
205295,0.0,pvz,11,0.05
205939,798.6494871678692,pvz,58,0.3
206097,381.1459721830624,pvz,45,0.05
206380,738.5494952814557,pvz,27,0.6
206678,751.81105871435,pvz,58,0.2
206909,685.9646629631092,pvz,39,0.05
206935,769.0974299468766,pvz,21,0.2
206949,637.6531241715559,pvz,44,0.05
207218,667.2011618012416,pvz,49,0.1
207679,532.3139971619385,pvz,66,0.1
207915,0.0,pvz,74,0.05
207969,344.0123834534945,pvz,53,0.05
208111,345.59847635036306,pvz,28,0.05
208163,785.806411643331,pvz,58,0.2
208296,517.7241851658861,pvz,44,0.05
208335,1586.3689916918836,pvz,43,0.05
208335,1586.3689916918836,pvz,43,0.05
208642,610.7552780720291,pvz,58,0.2
208736,487.65334028146486,pvz,58,0.2
208913,446.92563288864153,pvz,66,0.1
209080,126.93326524729349,pvz,21,0.05
209125,1323.1735253490112,pvz,54,0.05
209176,1149.690317281388,pvz,46,0.05
209189,512.7546463443401,pvz,52,0.05
209219,3366.9205901439827,pvz,53,0.4
209491,159.47545603443857,pvz,12,0.05
209621,404.0425409127227,pvz,43,0.1
209681,3127.5134073623317,pvz,67,0.1
209718,1005.2916692709103,pvz,46,0.05
209978,3466.0953013270696,pvz,21,0.5
210282,836.3520507689174,pvz,46,0.05
210485,904.8144509180939,pvz,53,0.05
210688,684.5046813797412,pvz,20,0.4
210928,3703.314570107134,pvz,12,0.7
210964,1586.7206769394102,pvz,54,0.05
211003,1036.7474636871264,pvz,53,0.1
211005,393.65048665044935,pvz,44,0.05
211019,63.7911131762622,pvz,27,0.05
211055,1162.2765589691244,pvz,49,0.1
211201,429.60694570346544,pvz,49,0.05
211389,3740.737793749209,pvz,12,0.8
211507,621.1916489937873,pvz,27,0.6
211508,2407.8466804388363,pvz,49,0.2
211591,1725.665254120917,pvz,29,0.1
211593,467.6877725941544,pvz,49,0.05
211709,343.8832586114091,pvz,49,0.05
211869,2944.9308713962123,pvz,31,0.3
212022,612.2362036818492,pvz,53,0.05
212080,679.0459660426279,pvz,19,0.2
212144,220.48359044195453,pvz,20,0.1
212229,1205.488192855845,pvz,29,0.05
212274,1242.932334932414,pvz,45,0.2
212422,817.4104463339677,pvz,53,0.1
212451,2474.2164206947546,pvz,46,0.2
212461,349.0542916444307,pvz,75,0.05
212518,563.7214191328545,pvz,29,0.05
212542,391.03574448937735,pvz,44,0.05
212762,779.4031594731542,pvz,13,0.1
213012,1286.6253397285955,pvz,54,0.05
213025,589.0452690706481,pvz,30,0.1
213026,974.8143988829056,pvz,44,0.1
213460,468.8073302915633,pvz,19,0.1
213487,394.66659504111834,pvz,55,0.05
213506,636.9537425445723,pvz,26,0.1
213578,599.4436411809219,pvz,58,0.2
213591,123.4308311764334,pvz,42,0.05
213607,1385.3460121281178,pvz,28,0.3
213621,5316.600903365938,pvz,29,0.3
213695,5833.286002528597,pvz,29,0.3
213810,651.6642584458084,pvz,42,0.2
213822,8958.585990039533,pvz,58,0.4
213822,8958.585990039533,pvz,58,0.4
214004,95.35210149674216,pvz,37,0.05
214020,500.0,pvz,64,0.05
214065,520.8463731981542,pvz,14,0.05
214131,190.18475233160333,pvz,47,0.05
214183,1439.82411034185,pvz,49,0.2
214434,814.9282749447193,pvz,46,0.05
214583,290.52934308122934,pvz,19,0.05
214718,601.38658113642,pvz,23,0.05
214779,920.1238526292075,pvz,48,0.05
214796,455.6730784326124,pvz,28,0.05
214816,560.0000520867528,pvz,39,0.05
214958,69.63922893108311,pvz,35,0.05
215050,1683.230481699256,pvz,28,0.3
215158,840.285509355105,pvz,28,0.2
215368,1103.9366814502562,pvz,62,0.05
215390,774.3167705082119,pvz,53,0.1
215440,137.6364807010729,pvz,36,0.05
215578,429.83836709562905,pvz,36,0.2
215599,463.34478511271914,pvz,52,0.05
215971,560.4660990198756,pvz,43,0.05
216142,393.2340117534968,pvz,75,0.05
216293,850.5305139062498,pvz,42,0.3
216668,730.4767305730029,pvz,37,0.3
217229,414.7156208413924,pvz,53,0.05
217423,1289.5798062363544,pvz,43,0.2
217460,165.830970901988,pvz,42,0.05
217837,1138.1881981933825,pvz,23,0.1
218320,967.246215556148,pvz,52,0.1
218396,1134.240716189238,pvz,43,0.2
218499,517.2099243206181,pvz,36,0.2
218531,1605.9570228690711,pvz,55,0.2
300686,107.49796565324662,pvz,37,0.05
301416,746.9920394555609,pvz,48,0.05
301928,264.81479450422586,pvz,66,0.05
302095,1305.7245164382382,pvz,46,0.05
302715,183.35155084367935,pvz,35,0.05
302926,182.54840831118145,pvz,57,0.05
302990,1488.4149252708105,pvz,67,0.05
303212,558.3211939585443,pvz,44,0.05
304381,786.8132064856427,pvz,43,0.05
304427,2471.7321332606384,pvz,58,0.4
304602,364.4581610271291,pvz,66,0.05
305044,356.4100886111465,pvz,61,0.1
305288,0.0,pvz,11,0.05
305303,1058.1784772198155,pvz,14,0.05
305325,0.0,pvz,74,0.05
305535,1595.0868797380522,pvz,54,0.05
305662,597.6883243992602,pvz,39,0.05
305933,111.4557663788612,pvz,42,0.05
306046,245.61618907300084,pvz,27,0.3
306178,335.967953119075,pvz,53,0.05
306313,1326.3963493924275,pvz,15,0.05
306446,439.01061239278346,pvz,44,0.05
306519,492.06258339715646,pvz,44,0.05
306539,1485.0946208659655,pvz,51,0.4
306618,0.0,pvz,11,0.05
306686,1497.497800020291,pvz,28,0.3
306743,475.47454449340233,pvz,45,0.05
306761,840.2973197566824,pvz,53,0.05
306764,1075.707979479928,pvz,35,0.6
306922,1057.9978352412556,pvz,46,0.05
306930,3864.1657543503998,pvz,46,0.2
307082,5685.408223837584,pvz,42,0.7
307096,2152.939385329203,pvz,50,0.2
307131,1226.7099807049503,pvz,54,0.05
307145,0.0,pvz,11,0.05
307160,500.0,pvz,64,0.05
307325,397.70206409141605,pvz,44,0.05
307327,561.316503741147,pvz,53,0.05
307356,258.9623693004989,pvz,21,0.05
307362,1452.405446544817,pvz,55,0.3
307384,804.4398487604682,pvz,29,0.05
307799,236.52604272268786,pvz,34,0.05
307802,1201.5694797989438,pvz,38,0.3
307996,1046.7329043294478,pvz,56,0.05
308003,8788.240972561087,pvz,44,0.5
308070,685.5085154069973,pvz,19,0.2
308100,437.99315345845423,pvz,45,0.05
308121,821.0657700580116,pvz,23,0.1
308179,568.0402061403859,pvz,40,0.1
308215,256.4706270180174,pvz,50,0.05
308260,409.45213007356074,pvz,49,0.05
308296,1977.619648128514,pvz,49,0.05
308296,1977.619648128514,pvz,49,0.05
308309,615.8179021718389,pvz,49,0.05
308356,378.9759480090098,pvz,35,0.2
308364,800.862860900721,pvz,48,0.05
308375,1213.0491480176158,pvz,54,0.05
308494,653.3014382106128,pvz,14,0.05
308651,943.8067511289115,pvz,54,0.05
308733,347.0484629258994,pvz,52,0.05
308738,246.03355921664198,pvz,28,0.05
308828,407.42063723776005,pvz,53,0.05
308919,863.129794717629,pvz,31,0.1
308958,5116.799437839927,pvz,44,0.5
308981,221.84956102556126,pvz,43,0.05
309168,1417.7021681300455,pvz,44,0.1
309320,206.52928099857039,pvz,57,0.05
309346,652.0396766622627,pvz,53,0.05
309400,1392.9112823745204,pvz,67,0.05
309432,600.9732145456999,pvz,29,0.05
309492,356.9058680022944,pvz,30,0.05
309550,870.5489977128508,pvz,12,0.3
309655,405.4465325112207,pvz,43,0.05
309713,147.6861129416796,pvz,35,0.05
309818,0.0,pvz,11,0.05
310086,963.1543107192497,pvz,56,0.05
310094,411.87085333788065,pvz,45,0.05
310122,668.1751385367907,pvz,39,0.05
310169,383.6778201242473,pvz,40,0.05
310391,159.46562633477993,pvz,47,0.05
310657,709.4693142384372,pvz,45,0.1
310663,977.4523112704654,pvz,66,0.2
310691,323.68956427664205,pvz,30,0.05
310983,795.6606548711795,pvz,57,0.05
310983,795.6606548711795,pvz,57,0.05
311080,1310.9295721321269,pvz,23,0.1
311084,1252.3531391866413,pvz,35,0.2
311084,1252.3531391866413,pvz,35,0.2
311268,277.07744051052686,pvz,30,0.05
311273,600.8671581171261,pvz,53,0.05
311374,508.48916567662997,pvz,53,0.05
311410,543.0777526589509,pvz,45,0.1
311516,247.0559317342313,pvz,38,0.05
311572,754.869618608901,pvz,53,0.05
311591,182.99877000535147,pvz,57,0.05
311605,196.0195849033829,pvz,34,0.05
311711,702.3530164879343,pvz,28,0.1
311985,339.0556864341552,pvz,50,0.05
312025,168.25821781682947,pvz,27,0.05
312025,168.25821781682947,pvz,27,0.05
312117,1647.1756538857999,pvz,15,0.05
312212,442.0841139461288,pvz,42,0.2
312276,673.7730886896987,pvz,29,0.05
312293,455.60445832393486,pvz,44,0.05
312340,831.1145025472046,pvz,56,0.05
312376,1059.3581135321972,pvz,14,0.05
312402,263.61145068437054,pvz,19,0.1
312425,2418.065358329147,pvz,49,0.3
312428,701.9093718873371,pvz,38,0.2
312473,785.5280170852624,pvz,45,0.05
