hex_id,point_id,distance_m
31,314525,886.66
31,318295,867.46
31,318205,686.3
31,50008906,587.97
31,325165,1183.06
31,1020,1461.43
31,1021,297.07
32,50003926,150.0
34,311605,1287.95
34,162181,1251.92
34,321461,1102.64
34,325824,1179.26
34,50010189,944.77
34,6007,834.71
34,327321,492.78
34,314961,1228.46
34,162363,739.86
34,314488,921.53
34,150877,881.11
34,307799,984.82
34,50003893,1099.74
34,50004592,606.43
34,50034184,766.95
34,50007850,830.24
34,1150,1101.95
34,1151,728.07
34,1152,1486.5
35,50007505,1384.04
35,50022830,1087.38
35,308356,906.63
35,169926,734.31
35,322743,552.11
35,165829,285.52
35,50022556,411.34
35,302715,353.03
35,151474,462.81
35,309713,480.86
35,163299,464.06
35,50017901,560.77
35,141696,580.86
35,150856,875.83
35,306764,981.23
35,50011829,968.56
35,50008202,959.23
35,145143,875.83
35,311084,1191.03
35,311084,1191.03
35,214958,1407.43
35,314375,1028.97
35,50034108,1090.71
35,137023,1257.21
35,50017960,1366.96
35,1140,1393.15
35,1141,1204.68
35,1142,1025.37
35,1143,1010.58
35,1144,610.59
35,1145,679.84
35,1146,676.81
35,1147,676.76
35,1148,691.85
35,1149,1253.59
35,1156,1105.78
35,1157,869.65
35,1158,938.74
35,1159,1033.28
35,1160,903.88
35,1161,1259.88
35,1162,1259.88
35,1163,1306.43
36,327069,1553.31
36,50007884,1234.31
36,101224,856.49
36,50000763,731.2
36,215440,1000.29
36,114183,1111.58
36,50016730,1188.41
36,130439,1089.39
36,3090,1140.59
36,335637,1183.11
36,50002697,551.36
36,110310,1369.04
36,50022352,1358.66
36,218499,1093.65
36,50012770,955.28
36,50022393,823.36
36,50014197,719.06
36,168833,562.17
36,50007861,701.97
36,50001931,1104.95
36,215578,1424.56
36,50035925,1385.5
36,320015,1305.7
36,50016730,1188.41
36,130439,1089.39
36,126997,1428.86
36,50009505,1455.61
36,3090,1140.59
36,335637,1183.11
36,50027099,1072.7
36,1097,1434.1
36,1155,1203.77
37,135247,1429.05
37,300686,1260.61
37,114613,1295.9
37,158336,1233.6
37,216668,1055.26
37,109221,1110.56
37,50005267,1016.04
37,164045,895.64
37,50008234,1173.82
37,313972,1118.25
37,313586,767.08
37,214004,1496.12
37,123260,1372.62
37,50038086,1355.62
37,50011662,1271.25
37,128155,1169.52
37,50015344,794.53
37,50008314,913.05
37,50002618,1233.53
37,319831,1262.21
37,142678,1174.62
37,142678,1174.62
37,50008314,913.05
37,50015344,794.53
37,1061,1594.16
37,1062,732.52
37,1063,1015.24
37,1068,1333.97
37,1087,1413.77
37,1088,1015.24
37,1089,732.52
38,316998,1204.6
38,311516,691.43
38,50000309,449.63
38,319479,756.63
38,165913,714.94
38,307802,933.32
38,50019334,626.89
38,162553,869.94
38,50013264,941.48
38,312428,1127.19
38,139037,1635.13
38,1038,719.6
38,1040,949.76
38,1041,1065.64
39,162433,1758.96
39,50035892,1173.56
39,50013069,1124.29
39,164005,1082.61
39,160547,1035.31
39,50013987,924.26
39,2055,775.3
39,157715,466.65
39,206909,735.42
39,50016466,941.79
39,50006913,1116.55
39,214816,982.68
39,50022975,1080.34
39,50008878,973.38
39,305662,895.37
39,322499,841.5
39,310122,763.55
39,50016121,1521.94
39,1018,557.12
39,1019,670.17
39,1036,861.25
39,1037,1541.61
40,310169,837.95
40,162837,841.93
40,137621,550.52
40,50017284,691.13
40,165263,939.42
40,156999,630.91
40,156977,1131.24
40,308179,1287.7
40,1008,1357.44
40,1009,1131.19
40,1010,367.55
41,5074,1413.7
41,50022127,1262.68
41,139490,1829.15
41,50017560,1216.25
41,323326,1110.07
41,161324,940.41
41,150554,905.27
41,364170,431.44
41,50015247,333.27
41,1184,1041.26
41,1185,705.32
41,1186,698.75
42,50012731,1218.73
42,50013770,1303.61
42,158835,1284.21
42,5927,1177.64
42,205001,939.37
42,50017220,915.31
42,312212,1339.54
42,305933,1323.52
42,139563,1301.51
42,6071,891.66
42,213810,769.51
42,213591,1143.97
42,217460,750.26
42,315869,771.74
42,319945,1043.79
42,202826,687.96
42,307082,208.71
42,50005846,590.38
42,50014180,587.85
42,147976,553.2
42,157598,799.55
42,50019260,874.65
42,1283,832.04
42,50005059,1121.54
42,50013432,952.75
42,216293,938.72
42,50001411,1145.69
42,50031275,1320.96
42,50003019,1220.0
42,1153,1110.1
42,1154,909.8
42,1164,1132.95
42,1174,1343.34
42,1175,984.33
42,1176,984.33
42,1177,689.11
42,1178,567.96
42,1179,503.27
42,1180,845.97
42,1181,981.83
42,1182,1054.58
42,1183,1520.2
43,209621,1708.56
43,50007108,1793.63
43,314947,1190.69
43,50014582,915.11
43,218396,1052.63
43,50007243,431.8
43,144597,270.87
43,159616,280.9
43,50006544,422.78
43,50014990,410.78
43,102332,338.08
43,50019620,309.01
43,304381,244.96
43,50007243,431.8
43,215971,397.7
43,157827,535.95
43,208335,651.83
43,140119,788.35
43,127171,568.08
43,309655,631.59
43,321022,734.05
43,50003801,774.94
43,140527,761.12
43,217423,876.28
43,141797,863.69
43,202530,935.14
43,140119,788.35
43,208335,651.83
43,314956,858.39
43,141272,1139.4
43,123498,1545.19
43,308981,1494.66
43,110564,1438.04
43,317467,1024.36
43,1165,1763.68
43,1166,1905.46
44,350046,1190.5
44,2454,1246.64
44,50007483,1280.12
44,50013391,1120.67
44,141500,986.53
44,50022479,908.56
44,50014102,886.0
44,158526,1263.15
44,332239,1281.59
44,141130,1423.56
44,125938,1223.56
44,159387,1009.82
44,306519,990.3
44,163662,902.06
44,162057,738.77
44,309168,587.88
44,124813,462.27
44,159164,1183.91
44,208296,920.93
44,50022919,1134.09
44,159923,1262.23
44,124049,1262.23
44,306446,1165.59
44,111541,789.14
44,159614,1074.88
44,50015381,1153.39
44,50006036,1236.87
44,320592,968.99
44,50006952,804.11
44,50014963,1152.97
44,160311,1026.98
44,303212,826.78
44,206949,683.85
44,169877,616.82
44,50008920,830.47
44,172437,774.56
44,102778,851.64
44,308003,432.45
44,112934,467.94
44,50017741,1224.08
44,161731,1223.45
44,169598,1283.19
44,101756,1366.12
44,211005,1362.1
44,168525,1362.26
44,213026,1003.84
44,312293,1105.42
44,50013068,1103.8
44,149433,1166.58
44,50016618,1253.49
44,2182,1422.53
44,157767,1454.4
44,212542,1375.13
44,141151,1434.06
44,307325,1342.32
44,313139,1190.91
44,50015132,1231.11
44,50015722,1048.8
44,123745,980.91
44,140070,1306.1
44,996,1249.28
44,50006347,1166.07
44,308958,936.51
44,1055,1429.26
44,1059,517.76
44,1060,957.75
45,50034737,1384.8
45,311410,1198.81
45,316508,1035.86
45,112685,1119.03
45,5428,873.95
45,315660,874.0
45,157910,426.57
45,212274,988.78
45,50005499,841.72
45,156711,495.01
45,141401,327.22
45,50010084,433.65
45,306743,538.5
45,110623,1367.43
45,323098,1434.69
45,323036,1286.38
45,50010060,1040.67
45,50006771,956.29
45,155932,925.36
45,142568,717.91
45,308100,605.52
45,312473,262.85
45,157770,296.95
45,142912,432.52
45,310094,661.12
45,206097,738.55
45,137176,544.03
45,321194,606.78
45,151691,658.26
45,150701,669.48
45,111059,790.35
45,164697,805.85
45,310657,818.34
45,144560,958.52
45,113174,1155.31
45,50017063,1038.13
45,1042,925.64
45,1043,867.75
45,1045,951.23
45,1046,970.17
45,1050,878.45
45,1051,876.92
45,1052,1074.72
45,1056,1562.17
45,1057,1328.07
45,1058,1513.11
46,212451,1745.43
46,210282,1134.34
46,214434,1177.18
46,209718,872.16
46,342331,709.27
46,209176,719.99
46,50022075,735.19
46,306922,810.76
46,164179,532.25
46,302095,600.3
46,121352,671.04
46,151875,453.08
46,50022339,523.64
46,50005904,487.25
46,50006393,764.1
46,317464,535.76
46,50035105,750.44
46,306930,923.22
46,112891,1029.14
46,326637,1117.77
46,50002867,1048.04
46,165658,1200.53
46,50013587,1354.49
46,1016,1362.45
46,1017,1467.62
46,1044,817.35
47,317624,1405.72
47,326073,1104.78
47,310391,1268.96
47,214131,986.62
47,319050,1109.15
47,50034918,767.78
47,164023,332.91
47,103929,514.46
47,50007090,1189.11
47,123078,1388.66
47,50006425,1149.57
47,1011,617.25
47,1012,1416.31
48,324782,744.17
48,137365,480.13
48,142978,597.77
48,50015985,485.13
48,308364,553.85
48,137674,696.75
48,214779,454.22
48,331720,518.66
48,127374,422.84
48,301416,611.78
48,50027095,1010.71
48,50001712,1850.49
49,50016277,1345.03
49,207218,1143.46
49,3849,1150.01
49,150729,967.04
49,308260,853.32
49,170609,741.93
49,308296,651.84
49,211593,705.68
49,308296,651.84
49,50016142,682.57
49,151814,551.76
49,308309,476.32
49,50008206,454.75
49,125738,453.63
49,160054,391.13
49,50005090,1078.75
49,132759,795.45
49,211201,796.71
49,157562,739.66
49,211055,517.44
49,211508,492.06
49,103125,719.33
49,50018097,835.37
49,50016375,1146.46
49,211709,1094.93
49,202312,813.61
49,134717,843.4
49,214183,1025.76
49,312425,872.87
49,173129,1048.07
49,322864,1060.84
49,1199,628.68
50,111208,1076.89
50,162886,1001.42
50,50019608,882.3
50,323085,685.52
50,124885,619.09
50,164144,718.69
50,311985,738.59
50,340344,765.75
50,307096,381.67
50,327619,989.97
50,322154,807.02
50,50002241,811.0
50,50001022,1407.32
50,308215,1100.51
50,3892,1399.09
50,1187,1153.79
50,1188,1248.49
50,1189,307.44
51,50002962,473.12
51,306539,994.96
51,50003086,1144.66
51,50035050,1141.63
51,1167,1147.15
51,1168,1047.86
51,1169,975.67
51,1170,975.67
51,1171,825.49
51,1172,749.24
51,1173,930.38
51,1190,569.43
51,1191,623.38
51,1192,750.0
51,1193,1302.38
52,308733,1406.83
52,50005386,1239.31
52,323014,1057.15
52,215599,930.97
52,160807,737.5
52,163510,682.91
52,50006280,514.97
52,315195,1243.07
52,162108,1077.02
52,320500,1190.41
52,144894,840.49
52,209189,805.51
52,218320,875.71
52,50014731,1139.79
53,162151,1609.65
53,306178,1520.56
53,363859,1447.37
53,160805,1224.53
53,217229,1125.53
53,317394,1436.75
53,50027102,831.96
53,50009353,557.59
53,50017222,654.46
53,311273,662.7
53,50007038,779.06
53,50019221,1026.3
53,163597,1476.97
53,207969,1470.02
53,50013422,1400.98
53,50013422,1336.19
53,316453,295.73
53,210485,369.27
53,311572,478.36
53,50012866,609.5
53,161349,686.64
53,127390,741.95
53,306761,410.43
53,50015544,410.43
53,309346,589.67
53,212022,645.19
53,307327,730.4
53,311374,841.17
53,161349,686.64
53,211003,818.35
53,50015044,929.31
53,50011632,904.38
53,127750,919.61
53,50016159,1001.48
53,209219,1102.11
53,3196,1161.24
53,147663,1153.94
53,212422,1149.25
53,50007531,1135.9
53,215390,1241.7
53,308828,1154.43
53,50007876,1246.11
53,1053,739.14
53,1054,1035.84
54,308375,1190.24
54,213012,1094.21
54,50014330,966.07
54,324796,811.02
54,305535,804.95
54,312789,648.43
54,153612,925.94
54,50015868,887.02
54,159145,592.43
54,162237,1014.62
54,209125,1051.29
54,307131,1171.35
54,50035283,1541.17
54,164235,1663.56
54,308651,1703.5
54,50031674,1740.04
54,210964,811.02
54,1047,652.67
55,307362,1519.36
55,50019822,1007.63
55,162912,1220.29
55,213487,755.76
55,218531,737.48
55,318084,535.88
55,323509,412.3
55,168994,229.99
55,145235,705.02
55,50015385,503.54
55,151376,940.82
55,3958,757.03
55,50010338,735.55
55,50015385,503.54
56,314626,1649.85
56,168523,1397.32
56,326835,1075.63
56,141025,893.95
56,141910,796.0
56,307996,853.02
56,310086,960.7
56,312340,1185.95
56,319966,1057.28
56,203076,893.23
56,1005,1012.02
56,1006,360.19
57,310983,1137.84
57,5719,1374.25
57,157560,1201.53
57,50007996,1048.1
57,50009382,769.98
57,143340,649.25
57,310983,1137.84
57,171863,759.76
57,50005901,940.51
57,318076,1373.03
57,50001625,532.06
57,311591,1281.81
57,105020,757.88
57,302926,1286.33
57,309320,1078.39
57,314888,1158.53
57,50010294,1299.11
57,1200,470.57
57,1201,718.68
57,1202,1019.83
57,1205,1463.36
58,213578,1080.34
58,208642,1051.87
58,5426,1238.07
58,50032032,1093.71
58,327229,871.61
58,325414,1159.24
58,50008666,896.53
58,312626,578.46
58,164078,525.0
58,213822,442.43
58,50016554,554.25
58,206678,781.71
58,208163,733.85
58,50007203,674.13
58,155751,285.22
58,304427,384.3
58,315568,547.55
58,151807,576.89
58,213822,442.43
58,160973,786.81
58,316959,807.05
58,158705,1024.85
58,205939,1279.7
58,208736,1450.82
58,50022480,1404.89
58,1194,1193.16
58,1195,1252.84
58,1196,948.6
58,1197,866.88
58,1198,951.91
60,50005821,534.85
60,50022734,369.71
60,50008516,598.55
60,317386,1637.35
60,1090,626.19
61,313489,617.18
61,313489,628.23
61,313489,351.32
61,313489,236.32
61,143568,393.18
61,305044,1250.34
61,330065,1245.16
61,1048,398.52
62,50004460,807.02
62,202818,666.1
62,215368,290.13
62,50013072,563.54
62,144158,632.02
62,349000,882.0
62,1013,323.81
62,1014,403.5
62,1015,333.94
64,214020,382.79
64,307160,382.79
65,1204,150.0
66,208913,825.3
66,310663,726.34
66,207679,642.89
66,50016366,689.88
66,50001050,723.17
66,50002790,1039.85
66,316637,645.11
66,145033,596.24
66,50016546,927.61
66,150368,856.23
66,102612,390.86
66,304602,410.32
66,301928,647.55
66,50009520,499.41
66,1039,788.21
67,313388,1087.85
67,320330,1317.6
67,150726,559.54
67,50011399,788.74
67,320010,934.47
67,302990,999.1
67,50006225,1281.36
67,309400,1098.38
67,209681,931.05
67,50006622,1179.54
74,207915,589.59
74,305325,352.46
74,114495,397.62
75,50018225,665.68
75,212461,1059.86
75,50034058,683.86
75,216142,893.94
